file,label,label_idx
data\processed\A+\cluster_0_1966.npy,A+,0
data\processed\A+\cluster_0_2008.npy,A+,0
data\processed\A+\cluster_0_2012.npy,A+,0
data\processed\A+\cluster_0_2014.npy,A+,0
data\processed\A+\cluster_0_2026.npy,A+,0
data\processed\A+\cluster_0_2027.npy,A+,0
data\processed\A+\cluster_0_2038.npy,A+,0
data\processed\A+\cluster_0_205.npy,A+,0
data\processed\A+\cluster_0_2059.npy,A+,0
data\processed\A+\cluster_0_2067.npy,A+,0
data\processed\A+\cluster_0_2076.npy,A+,0
data\processed\A+\cluster_0_2092.npy,A+,0
data\processed\A+\cluster_0_2100.npy,A+,0
data\processed\A+\cluster_0_211.npy,A+,0
data\processed\A+\cluster_0_2114.npy,A+,0
data\processed\A+\cluster_0_2120.npy,A+,0
data\processed\A+\cluster_0_2128.npy,A+,0
data\processed\A+\cluster_0_2135.npy,A+,0
data\processed\A+\cluster_0_2142.npy,A+,0
data\processed\A+\cluster_0_2146.npy,A+,0
data\processed\A+\cluster_0_2164.npy,A+,0
data\processed\A+\cluster_0_2179.npy,A+,0
data\processed\A+\cluster_0_218.npy,A+,0
data\processed\A+\cluster_0_2197.npy,A+,0
data\processed\A+\cluster_0_2202.npy,A+,0
data\processed\A+\cluster_0_2215.npy,A+,0
data\processed\A+\cluster_0_2217.npy,A+,0
data\processed\A+\cluster_0_2220.npy,A+,0
data\processed\A+\cluster_0_2221.npy,A+,0
data\processed\A+\cluster_0_2239.npy,A+,0
data\processed\A+\cluster_0_2240.npy,A+,0
data\processed\A+\cluster_0_2250.npy,A+,0
data\processed\A+\cluster_0_2256.npy,A+,0
data\processed\A+\cluster_0_2268.npy,A+,0
data\processed\A+\cluster_0_2269.npy,A+,0
data\processed\A+\cluster_0_2295.npy,A+,0
data\processed\A+\cluster_0_2308.npy,A+,0
data\processed\A+\cluster_0_2322.npy,A+,0
data\processed\A+\cluster_0_2323.npy,A+,0
data\processed\A+\cluster_0_2335.npy,A+,0
data\processed\A+\cluster_0_2358.npy,A+,0
data\processed\A+\cluster_0_2362.npy,A+,0
data\processed\A+\cluster_0_2374.npy,A+,0
data\processed\A+\cluster_0_2383.npy,A+,0
data\processed\A+\cluster_0_2394.npy,A+,0
data\processed\A+\cluster_0_2399.npy,A+,0
data\processed\A+\cluster_0_2409.npy,A+,0
data\processed\A+\cluster_0_2418.npy,A+,0
data\processed\A+\cluster_0_2434.npy,A+,0
data\processed\A+\cluster_0_2452.npy,A+,0
data\processed\A+\cluster_0_2456.npy,A+,0
data\processed\A+\cluster_0_2464.npy,A+,0
data\processed\A+\cluster_0_2469.npy,A+,0
data\processed\A+\cluster_0_2470.npy,A+,0
data\processed\A+\cluster_0_2476.npy,A+,0
data\processed\A+\cluster_0_2522.npy,A+,0
data\processed\A+\cluster_0_2535.npy,A+,0
data\processed\A+\cluster_0_2543.npy,A+,0
data\processed\A+\cluster_0_2553.npy,A+,0
data\processed\A+\cluster_0_2582.npy,A+,0
data\processed\A+\cluster_0_2598.npy,A+,0
data\processed\A+\cluster_0_26.npy,A+,0
data\processed\A+\cluster_0_2601.npy,A+,0
data\processed\A+\cluster_0_2603.npy,A+,0
data\processed\A+\cluster_0_2609.npy,A+,0
data\processed\A+\cluster_0_262.npy,A+,0
data\processed\A+\cluster_0_2640.npy,A+,0
data\processed\A+\cluster_0_2642.npy,A+,0
data\processed\A+\cluster_0_2670.npy,A+,0
data\processed\A+\cluster_0_2672.npy,A+,0
data\processed\A+\cluster_0_2678.npy,A+,0
data\processed\A+\cluster_0_2679.npy,A+,0
data\processed\A+\cluster_0_2693.npy,A+,0
data\processed\A+\cluster_0_271.npy,A+,0
data\processed\A+\cluster_0_2716.npy,A+,0
data\processed\A+\cluster_0_2719.npy,A+,0
data\processed\A+\cluster_0_273.npy,A+,0
data\processed\A+\cluster_0_2737.npy,A+,0
data\processed\A+\cluster_0_2782.npy,A+,0
data\processed\A+\cluster_0_2784.npy,A+,0
data\processed\A+\cluster_0_2812.npy,A+,0
data\processed\A+\cluster_0_2821.npy,A+,0
data\processed\A+\cluster_0_2849.npy,A+,0
data\processed\A+\cluster_0_2860.npy,A+,0
data\processed\A+\cluster_0_2871.npy,A+,0
data\processed\A+\cluster_0_2872.npy,A+,0
data\processed\A+\cluster_0_2895.npy,A+,0
data\processed\A+\cluster_0_2902.npy,A+,0
data\processed\A+\cluster_0_291.npy,A+,0
data\processed\A+\cluster_0_2913.npy,A+,0
data\processed\A+\cluster_0_2922.npy,A+,0
data\processed\A+\cluster_0_2927.npy,A+,0
data\processed\A+\cluster_0_2930.npy,A+,0
data\processed\A+\cluster_0_2951.npy,A+,0
data\processed\A+\cluster_0_2959.npy,A+,0
data\processed\A+\cluster_0_2970.npy,A+,0
data\processed\A+\cluster_0_2983.npy,A+,0
data\processed\A+\cluster_0_2984.npy,A+,0
data\processed\A+\cluster_0_3006.npy,A+,0
data\processed\A+\cluster_0_3013.npy,A+,0
data\processed\A+\cluster_0_3028.npy,A+,0
data\processed\A+\cluster_0_303.npy,A+,0
data\processed\A+\cluster_0_3044.npy,A+,0
data\processed\A+\cluster_0_3056.npy,A+,0
data\processed\A+\cluster_0_3064.npy,A+,0
data\processed\A+\cluster_0_3067.npy,A+,0
data\processed\A+\cluster_0_3085.npy,A+,0
data\processed\A+\cluster_0_3089.npy,A+,0
data\processed\A+\cluster_0_3092.npy,A+,0
data\processed\A+\cluster_0_3100.npy,A+,0
data\processed\A+\cluster_0_3102.npy,A+,0
data\processed\A+\cluster_0_3104.npy,A+,0
data\processed\A+\cluster_0_3109.npy,A+,0
data\processed\A+\cluster_0_3117.npy,A+,0
data\processed\A+\cluster_0_3127.npy,A+,0
data\processed\A+\cluster_0_3134.npy,A+,0
data\processed\A+\cluster_0_3136.npy,A+,0
data\processed\A+\cluster_0_3152.npy,A+,0
data\processed\A+\cluster_0_3163.npy,A+,0
data\processed\A+\cluster_0_3179.npy,A+,0
data\processed\A+\cluster_0_3187.npy,A+,0
data\processed\A+\cluster_0_3189.npy,A+,0
data\processed\A+\cluster_0_3198.npy,A+,0
data\processed\A+\cluster_0_3199.npy,A+,0
data\processed\A+\cluster_0_32.npy,A+,0
data\processed\A+\cluster_0_320.npy,A+,0
data\processed\A+\cluster_0_3207.npy,A+,0
data\processed\A+\cluster_0_3209.npy,A+,0
data\processed\A+\cluster_0_3256.npy,A+,0
data\processed\A+\cluster_0_3261.npy,A+,0
data\processed\A+\cluster_0_3263.npy,A+,0
data\processed\A+\cluster_0_3270.npy,A+,0
data\processed\A+\cluster_0_3274.npy,A+,0
data\processed\A+\cluster_0_3275.npy,A+,0
data\processed\A+\cluster_0_3284.npy,A+,0
data\processed\A+\cluster_0_3289.npy,A+,0
data\processed\A+\cluster_0_3291.npy,A+,0
data\processed\A+\cluster_0_3293.npy,A+,0
data\processed\A+\cluster_0_3295.npy,A+,0
data\processed\A+\cluster_0_3299.npy,A+,0
data\processed\A+\cluster_0_3321.npy,A+,0
data\processed\A+\cluster_0_3323.npy,A+,0
data\processed\A+\cluster_0_3331.npy,A+,0
data\processed\A+\cluster_0_3334.npy,A+,0
data\processed\A+\cluster_0_3338.npy,A+,0
data\processed\A+\cluster_0_3339.npy,A+,0
data\processed\A+\cluster_0_3359.npy,A+,0
data\processed\A+\cluster_0_3360.npy,A+,0
data\processed\A+\cluster_0_3371.npy,A+,0
data\processed\A+\cluster_0_339.npy,A+,0
data\processed\A+\cluster_0_3395.npy,A+,0
data\processed\A+\cluster_0_3400.npy,A+,0
data\processed\A+\cluster_0_3403.npy,A+,0
data\processed\A+\cluster_0_3407.npy,A+,0
data\processed\A+\cluster_0_3410.npy,A+,0
data\processed\A+\cluster_0_343.npy,A+,0
data\processed\A+\cluster_0_3433.npy,A+,0
data\processed\A+\cluster_0_3442.npy,A+,0
data\processed\A+\cluster_0_3445.npy,A+,0
data\processed\A+\cluster_0_3447.npy,A+,0
data\processed\A+\cluster_0_3450.npy,A+,0
data\processed\A+\cluster_0_3461.npy,A+,0
data\processed\A+\cluster_0_3472.npy,A+,0
data\processed\A+\cluster_0_3475.npy,A+,0
data\processed\A+\cluster_0_3485.npy,A+,0
data\processed\A+\cluster_0_3486.npy,A+,0
data\processed\A+\cluster_0_3493.npy,A+,0
data\processed\A+\cluster_0_3495.npy,A+,0
data\processed\A+\cluster_0_3500.npy,A+,0
data\processed\A+\cluster_0_3523.npy,A+,0
data\processed\A+\cluster_0_3526.npy,A+,0
data\processed\A+\cluster_0_3528.npy,A+,0
data\processed\A+\cluster_0_3532.npy,A+,0
data\processed\A+\cluster_0_354.npy,A+,0
data\processed\A+\cluster_0_3540.npy,A+,0
data\processed\A+\cluster_0_3544.npy,A+,0
data\processed\A+\cluster_0_3552.npy,A+,0
data\processed\A+\cluster_0_3556.npy,A+,0
data\processed\A+\cluster_0_3560.npy,A+,0
data\processed\A+\cluster_0_3564.npy,A+,0
data\processed\A+\cluster_0_3574.npy,A+,0
data\processed\A+\cluster_0_3590.npy,A+,0
data\processed\A+\cluster_0_3592.npy,A+,0
data\processed\A+\cluster_0_3599.npy,A+,0
data\processed\A+\cluster_0_3605.npy,A+,0
data\processed\A+\cluster_0_3606.npy,A+,0
data\processed\A+\cluster_0_3608.npy,A+,0
data\processed\A+\cluster_0_3618.npy,A+,0
data\processed\A+\cluster_0_3629.npy,A+,0
data\processed\A+\cluster_0_3647.npy,A+,0
data\processed\A+\cluster_0_3689.npy,A+,0
data\processed\A+\cluster_0_3699.npy,A+,0
data\processed\A+\cluster_0_3703.npy,A+,0
data\processed\A+\cluster_0_3708.npy,A+,0
data\processed\A+\cluster_0_3716.npy,A+,0
data\processed\A+\cluster_0_3741.npy,A+,0
data\processed\A+\cluster_0_3750.npy,A+,0
data\processed\A+\cluster_0_3756.npy,A+,0
data\processed\A+\cluster_0_3759.npy,A+,0
data\processed\A+\cluster_0_3761.npy,A+,0
data\processed\A+\cluster_0_3783.npy,A+,0
data\processed\A+\cluster_0_3785.npy,A+,0
data\processed\A+\cluster_0_3787.npy,A+,0
data\processed\A+\cluster_0_3798.npy,A+,0
data\processed\A+\cluster_0_381.npy,A+,0
data\processed\A+\cluster_0_3814.npy,A+,0
data\processed\A+\cluster_0_3822.npy,A+,0
data\processed\A+\cluster_0_3840.npy,A+,0
data\processed\A+\cluster_0_3868.npy,A+,0
data\processed\A+\cluster_0_3872.npy,A+,0
data\processed\A+\cluster_0_3873.npy,A+,0
data\processed\A+\cluster_0_3895.npy,A+,0
data\processed\A+\cluster_0_3918.npy,A+,0
data\processed\A+\cluster_0_3921.npy,A+,0
data\processed\A+\cluster_0_3931.npy,A+,0
data\processed\A+\cluster_0_3946.npy,A+,0
data\processed\A+\cluster_0_3960.npy,A+,0
data\processed\A+\cluster_0_3974.npy,A+,0
data\processed\A+\cluster_0_3986.npy,A+,0
data\processed\A+\cluster_0_400.npy,A+,0
data\processed\A+\cluster_0_4007.npy,A+,0
data\processed\A+\cluster_0_401.npy,A+,0
data\processed\A+\cluster_0_4018.npy,A+,0
data\processed\A+\cluster_0_4023.npy,A+,0
data\processed\A+\cluster_0_4024.npy,A+,0
data\processed\A+\cluster_0_4038.npy,A+,0
data\processed\A+\cluster_0_4047.npy,A+,0
data\processed\A+\cluster_0_405.npy,A+,0
data\processed\A+\cluster_0_4050.npy,A+,0
data\processed\A+\cluster_0_4055.npy,A+,0
data\processed\A+\cluster_0_4057.npy,A+,0
data\processed\A+\cluster_0_4071.npy,A+,0
data\processed\A+\cluster_0_4079.npy,A+,0
data\processed\A+\cluster_0_408.npy,A+,0
data\processed\A+\cluster_0_410.npy,A+,0
data\processed\A+\cluster_0_4110.npy,A+,0
data\processed\A+\cluster_0_4120.npy,A+,0
data\processed\A+\cluster_0_4138.npy,A+,0
data\processed\A+\cluster_0_4146.npy,A+,0
data\processed\A+\cluster_0_4175.npy,A+,0
data\processed\A+\cluster_0_4187.npy,A+,0
data\processed\A+\cluster_0_4189.npy,A+,0
data\processed\A+\cluster_0_4196.npy,A+,0
data\processed\A+\cluster_0_4210.npy,A+,0
data\processed\A+\cluster_0_4217.npy,A+,0
data\processed\A+\cluster_0_4233.npy,A+,0
data\processed\A+\cluster_0_4242.npy,A+,0
data\processed\A+\cluster_0_4248.npy,A+,0
data\processed\A+\cluster_0_4260.npy,A+,0
data\processed\A+\cluster_0_4264.npy,A+,0
data\processed\A+\cluster_0_4270.npy,A+,0
data\processed\A+\cluster_0_4280.npy,A+,0
data\processed\A+\cluster_0_4305.npy,A+,0
data\processed\A+\cluster_0_4322.npy,A+,0
data\processed\A+\cluster_0_4336.npy,A+,0
data\processed\A+\cluster_0_4338.npy,A+,0
data\processed\A+\cluster_0_4358.npy,A+,0
data\processed\A+\cluster_0_4381.npy,A+,0
data\processed\A+\cluster_0_4386.npy,A+,0
data\processed\A+\cluster_0_4396.npy,A+,0
data\processed\A+\cluster_0_4399.npy,A+,0
data\processed\A+\cluster_0_4401.npy,A+,0
data\processed\A+\cluster_0_4403.npy,A+,0
data\processed\A+\cluster_0_4411.npy,A+,0
data\processed\A+\cluster_0_4412.npy,A+,0
data\processed\A+\cluster_0_4417.npy,A+,0
data\processed\A+\cluster_0_4423.npy,A+,0
data\processed\A+\cluster_0_4432.npy,A+,0
data\processed\A+\cluster_0_4442.npy,A+,0
data\processed\A+\cluster_0_4468.npy,A+,0
data\processed\A+\cluster_0_4474.npy,A+,0
data\processed\A+\cluster_0_4484.npy,A+,0
data\processed\A+\cluster_0_4491.npy,A+,0
data\processed\A+\cluster_0_4493.npy,A+,0
data\processed\A+\cluster_0_4502.npy,A+,0
data\processed\A+\cluster_0_4528.npy,A+,0
data\processed\A+\cluster_0_4529.npy,A+,0
data\processed\A+\cluster_0_4543.npy,A+,0
data\processed\A+\cluster_0_4552.npy,A+,0
data\processed\A+\cluster_0_4562.npy,A+,0
data\processed\A+\cluster_0_4579.npy,A+,0
data\processed\A+\cluster_0_4580.npy,A+,0
data\processed\A+\cluster_0_4593.npy,A+,0
data\processed\A+\cluster_0_4598.npy,A+,0
data\processed\A+\cluster_0_4608.npy,A+,0
data\processed\A+\cluster_0_4617.npy,A+,0
data\processed\A+\cluster_0_4646.npy,A+,0
data\processed\A+\cluster_0_4649.npy,A+,0
data\processed\A+\cluster_0_4653.npy,A+,0
data\processed\A+\cluster_0_468.npy,A+,0
data\processed\A+\cluster_0_4689.npy,A+,0
data\processed\A+\cluster_0_4690.npy,A+,0
data\processed\A+\cluster_0_4692.npy,A+,0
data\processed\A+\cluster_0_4693.npy,A+,0
data\processed\A+\cluster_0_4695.npy,A+,0
data\processed\A+\cluster_0_4700.npy,A+,0
data\processed\A+\cluster_0_4743.npy,A+,0
data\processed\A+\cluster_0_4768.npy,A+,0
data\processed\A+\cluster_0_4780.npy,A+,0
data\processed\A+\cluster_0_4786.npy,A+,0
data\processed\A+\cluster_0_4802.npy,A+,0
data\processed\A+\cluster_0_4803.npy,A+,0
data\processed\A+\cluster_0_4821.npy,A+,0
data\processed\A+\cluster_0_4827.npy,A+,0
data\processed\A+\cluster_0_4831.npy,A+,0
data\processed\A+\cluster_0_4840.npy,A+,0
data\processed\A+\cluster_0_4846.npy,A+,0
data\processed\A+\cluster_0_4855.npy,A+,0
data\processed\A+\cluster_0_486.npy,A+,0
data\processed\A+\cluster_0_4865.npy,A+,0
data\processed\A+\cluster_0_4871.npy,A+,0
data\processed\A+\cluster_0_4881.npy,A+,0
data\processed\A+\cluster_0_4892.npy,A+,0
data\processed\A+\cluster_0_4905.npy,A+,0
data\processed\A+\cluster_0_4910.npy,A+,0
data\processed\A+\cluster_0_4924.npy,A+,0
data\processed\A+\cluster_0_4928.npy,A+,0
data\processed\A+\cluster_0_4949.npy,A+,0
data\processed\A+\cluster_0_4959.npy,A+,0
data\processed\A+\cluster_0_497.npy,A+,0
data\processed\A+\cluster_0_4970.npy,A+,0
data\processed\A+\cluster_0_4973.npy,A+,0
data\processed\A+\cluster_0_4978.npy,A+,0
data\processed\A+\cluster_0_4998.npy,A+,0
data\processed\A+\cluster_0_5004.npy,A+,0
data\processed\A+\cluster_0_502.npy,A+,0
data\processed\A+\cluster_0_5038.npy,A+,0
data\processed\A+\cluster_0_5046.npy,A+,0
data\processed\A+\cluster_0_5051.npy,A+,0
data\processed\A+\cluster_0_5083.npy,A+,0
data\processed\A+\cluster_0_5087.npy,A+,0
data\processed\A+\cluster_0_5095.npy,A+,0
data\processed\A+\cluster_0_5105.npy,A+,0
data\processed\A+\cluster_0_5118.npy,A+,0
data\processed\A+\cluster_0_5123.npy,A+,0
data\processed\A+\cluster_0_5124.npy,A+,0
data\processed\A+\cluster_0_5140.npy,A+,0
data\processed\A+\cluster_0_5170.npy,A+,0
data\processed\A+\cluster_0_5178.npy,A+,0
data\processed\A+\cluster_0_5184.npy,A+,0
data\processed\A+\cluster_0_5187.npy,A+,0
data\processed\A+\cluster_0_5197.npy,A+,0
data\processed\A+\cluster_0_5203.npy,A+,0
data\processed\A+\cluster_0_5209.npy,A+,0
data\processed\A+\cluster_0_5223.npy,A+,0
data\processed\A+\cluster_0_5226.npy,A+,0
data\processed\A+\cluster_0_5235.npy,A+,0
data\processed\A+\cluster_0_5251.npy,A+,0
data\processed\A+\cluster_0_5253.npy,A+,0
data\processed\A+\cluster_0_5256.npy,A+,0
data\processed\A+\cluster_0_5270.npy,A+,0
data\processed\A+\cluster_0_5278.npy,A+,0
data\processed\A+\cluster_0_5286.npy,A+,0
data\processed\A+\cluster_0_5298.npy,A+,0
data\processed\A+\cluster_0_5301.npy,A+,0
data\processed\A+\cluster_0_5302.npy,A+,0
data\processed\A+\cluster_0_5305.npy,A+,0
data\processed\A+\cluster_0_5307.npy,A+,0
data\processed\A+\cluster_0_532.npy,A+,0
data\processed\A+\cluster_0_5343.npy,A+,0
data\processed\A+\cluster_0_535.npy,A+,0
data\processed\A+\cluster_0_5362.npy,A+,0
data\processed\A+\cluster_0_5366.npy,A+,0
data\processed\A+\cluster_0_5369.npy,A+,0
data\processed\A+\cluster_0_5383.npy,A+,0
data\processed\A+\cluster_0_539.npy,A+,0
data\processed\A+\cluster_0_5392.npy,A+,0
data\processed\A+\cluster_0_5395.npy,A+,0
data\processed\A+\cluster_0_5418.npy,A+,0
data\processed\A+\cluster_0_5445.npy,A+,0
data\processed\A+\cluster_0_5448.npy,A+,0
data\processed\A+\cluster_0_5451.npy,A+,0
data\processed\A+\cluster_0_5461.npy,A+,0
data\processed\A+\cluster_0_5466.npy,A+,0
data\processed\A+\cluster_0_5481.npy,A+,0
data\processed\A+\cluster_0_5493.npy,A+,0
data\processed\A+\cluster_0_5505.npy,A+,0
data\processed\A+\cluster_0_551.npy,A+,0
data\processed\A+\cluster_0_5514.npy,A+,0
data\processed\A+\cluster_0_5521.npy,A+,0
data\processed\A+\cluster_0_5567.npy,A+,0
data\processed\A+\cluster_0_5574.npy,A+,0
data\processed\A+\cluster_0_5591.npy,A+,0
data\processed\A+\cluster_0_560.npy,A+,0
data\processed\A+\cluster_0_5600.npy,A+,0
data\processed\A+\cluster_0_5601.npy,A+,0
data\processed\A+\cluster_0_5606.npy,A+,0
data\processed\A+\cluster_0_5616.npy,A+,0
data\processed\A+\cluster_0_5630.npy,A+,0
data\processed\A+\cluster_0_5631.npy,A+,0
data\processed\A+\cluster_0_5636.npy,A+,0
data\processed\A+\cluster_0_564.npy,A+,0
data\processed\A+\cluster_0_5647.npy,A+,0
data\processed\A+\cluster_0_5652.npy,A+,0
data\processed\A+\cluster_0_5653.npy,A+,0
data\processed\A+\cluster_0_5660.npy,A+,0
data\processed\A+\cluster_0_5687.npy,A+,0
data\processed\A+\cluster_0_5691.npy,A+,0
data\processed\A+\cluster_0_5715.npy,A+,0
data\processed\A+\cluster_0_5730.npy,A+,0
data\processed\A+\cluster_0_5734.npy,A+,0
data\processed\A+\cluster_0_5740.npy,A+,0
data\processed\A+\cluster_0_576.npy,A+,0
data\processed\A+\cluster_0_5780.npy,A+,0
data\processed\A+\cluster_0_5786.npy,A+,0
data\processed\A+\cluster_0_5799.npy,A+,0
data\processed\A+\cluster_0_5800.npy,A+,0
data\processed\A+\cluster_0_581.npy,A+,0
data\processed\A+\cluster_0_5812.npy,A+,0
data\processed\A+\cluster_0_5813.npy,A+,0
data\processed\A+\cluster_0_5827.npy,A+,0
data\processed\A+\cluster_0_5860.npy,A+,0
data\processed\A+\cluster_0_5871.npy,A+,0
data\processed\A+\cluster_0_5875.npy,A+,0
data\processed\A+\cluster_0_5880.npy,A+,0
data\processed\A+\cluster_0_5884.npy,A+,0
data\processed\A+\cluster_0_5885.npy,A+,0
data\processed\A+\cluster_0_589.npy,A+,0
data\processed\A+\cluster_0_5903.npy,A+,0
data\processed\A+\cluster_0_5913.npy,A+,0
data\processed\A+\cluster_0_5917.npy,A+,0
data\processed\A+\cluster_0_5918.npy,A+,0
data\processed\A+\cluster_0_5922.npy,A+,0
data\processed\A+\cluster_0_5928.npy,A+,0
data\processed\A+\cluster_0_5946.npy,A+,0
data\processed\A+\cluster_0_5947.npy,A+,0
data\processed\A+\cluster_0_5951.npy,A+,0
data\processed\A+\cluster_0_5978.npy,A+,0
data\processed\A+\cluster_0_5993.npy,A+,0
data\processed\A+\cluster_0_608.npy,A+,0
data\processed\A+\cluster_0_614.npy,A+,0
data\processed\A+\cluster_0_62.npy,A+,0
data\processed\A+\cluster_0_635.npy,A+,0
data\processed\A+\cluster_0_638.npy,A+,0
data\processed\A+\cluster_0_644.npy,A+,0
data\processed\A+\cluster_0_660.npy,A+,0
data\processed\A+\cluster_0_678.npy,A+,0
data\processed\A+\cluster_0_686.npy,A+,0
data\processed\A+\cluster_0_694.npy,A+,0
data\processed\A+\cluster_0_696.npy,A+,0
data\processed\A+\cluster_0_707.npy,A+,0
data\processed\A+\cluster_0_713.npy,A+,0
data\processed\A+\cluster_0_714.npy,A+,0
data\processed\A+\cluster_0_730.npy,A+,0
data\processed\A+\cluster_0_733.npy,A+,0
data\processed\A+\cluster_0_746.npy,A+,0
data\processed\A+\cluster_0_755.npy,A+,0
data\processed\A+\cluster_0_768.npy,A+,0
data\processed\A+\cluster_0_77.npy,A+,0
data\processed\A+\cluster_0_777.npy,A+,0
data\processed\A+\cluster_0_798.npy,A+,0
data\processed\A+\cluster_0_826.npy,A+,0
data\processed\A+\cluster_0_836.npy,A+,0
data\processed\A+\cluster_0_868.npy,A+,0
data\processed\A+\cluster_0_872.npy,A+,0
data\processed\A+\cluster_0_875.npy,A+,0
data\processed\A+\cluster_0_878.npy,A+,0
data\processed\A+\cluster_0_880.npy,A+,0
data\processed\A+\cluster_0_881.npy,A+,0
data\processed\A+\cluster_0_908.npy,A+,0
data\processed\A+\cluster_0_940.npy,A+,0
data\processed\A+\cluster_0_956.npy,A+,0
data\processed\A+\cluster_0_965.npy,A+,0
